date,support
10/23/13,3.656462585
10/24/13,3.665986395
10/25/13,3.675510204
10/26/13,3.664521193
10/27/13,3.653532182
10/28/13,3.642543171
10/29/13,3.63155416
10/30/13,3.620565149
10/31/13,3.589167975
11/1/13,3.557770801
11/2/13,3.526373626
11/3/13,3.494976452
11/4/13,3.463579278
11/5/13,3.432182104
11/6/13,3.400784929
11/7/13,3.422108844
11/8/13,3.454421769
11/9/13,3.486734694
11/10/13,3.519047619
11/11/13,3.551360544
11/12/13,3.583673469
11/13/13,3.604081633
11/14/13,3.604081633
11/15/13,3.604081633
11/16/13,3.604081633
11/17/13,3.604081633
11/18/13,3.604081633
11/19/13,3.604081633
11/20/13,3.593197279
11/21/13,3.561904762
11/22/13,3.530612245
11/23/13,3.499319728
11/24/13,3.468027211
11/25/13,3.457142857
11/26/13,3.446258503
11/27/13,3.43537415
11/28/13,3.43707483
11/29/13,3.43877551
11/30/13,3.450680272
12/1/13,3.462585034
12/2/13,3.433673469
12/3/13,3.404761905
12/4/13,3.399659864
12/5/13,3.394557823
12/6/13,3.398979592
12/7/13,3.403401361
12/8/13,3.407823129
12/9/13,3.453061224
12/10/13,3.486394558
12/11/13,3.529931973
12/12/13,3.597278912
12/13/13,3.66462585
12/14/13,3.721768707
12/15/13,3.778911565
12/16/13,3.815646259
12/17/13,3.852380952
12/18/13,3.874829932
12/19/13,3.897278912
12/20/13,3.923212212
12/21/13,3.939621702
12/22/13,3.956031193
12/23/13,3.972440684
12/24/13,3.988850174
12/25/13,4.005259665
12/26/13,4.021669155
12/27/13,4.038078646
12/28/13,4.054488137
12/29/13,4.070897627
12/30/13,4.087307118
12/31/13,4.103716609
1/1/14,4.120126099
1/2/14,4.12701178
1/3/14,4.133897461
1/4/14,4.140783143
1/5/14,4.147668824
1/6/14,4.154554505
1/7/14,4.161440186
1/8/14,4.168325867
1/9/14,4.175211548
1/10/14,4.182097229
1/11/14,4.18898291
1/12/14,4.195868591
1/13/14,4.202754272
1/14/14,4.217576461
1/15/14,4.232398651
1/16/14,4.24722084
1/17/14,4.262043029
1/18/14,4.276865218
1/19/14,4.291687407
1/20/14,4.326917759
1/21/14,4.362148111
1/22/14,4.393977103
1/23/14,4.397461424
1/24/14,4.400945744
1/25/14,4.404430065
1/26/14,4.407914385
1/27/14,4.370582379
1/28/14,4.323046292
1/29/14,4.275510204
1/30/14,4.238404453
1/31/14,4.201298701
2/1/14,4.16419295
2/2/14,4.127087199
2/3/14,4.11038961
2/4/14,4.103896104
2/5/14,4.097402597
2/6/14,4.090909091
2/7/14,4.084415584
2/8/14,4.077922078
2/9/14,4.071428571
2/10/14,4.064935065
2/11/14,4.058441558
2/12/14,4.051948052
2/13/14,4.045454545
2/14/14,4.038961039
2/15/14,4.032467532
2/16/14,4.025974026
2/17/14,4.019480519
2/18/14,4.012987013
2/19/14,4.006493506
2/20/14,4.020408163
2/21/14,4.046107332
2/22/14,4.0718065
2/23/14,4.097505669
2/24/14,4.123204837
2/25/14,4.148904006
2/26/14,4.174603175
2/27/14,4.159486017
2/28/14,4.144368859
3/1/14,4.129251701
3/2/14,4.114134543
3/3/14,4.078609221
3/4/14,4.0430839
3/5/14,4.007558579
3/6/14,3.992441421
3/7/14,3.977324263
3/8/14,3.962207105
3/9/14,3.947089947
3/10/14,3.972789116
3/11/14,3.998488284
3/12/14,4.024187453
3/13/14,4.049886621
3/14/14,4.07558579
3/15/14,4.091080877
3/16/14,4.106575964
3/17/14,4.081254724
3/18/14,4.055933485
3/19/14,4.030612245
3/20/14,3.99744898
3/21/14,3.964285714
3/22/14,3.931122449
3/23/14,3.897959184
3/24/14,3.885204082
3/25/14,3.87244898
3/26/14,3.859693878
3/27/14,3.823129252
3/28/14,3.786564626
3/29/14,3.770408163
3/30/14,3.754251701
3/31/14,3.738095238
4/1/14,3.721938776
4/2/14,3.75
4/3/14,3.778061224
4/4/14,3.806122449
4/5/14,3.834183673
4/6/14,3.862244898
4/7/14,3.910714286
4/8/14,3.959183673
4/9/14,4.011054422
4/10/14,4.06292517
4/11/14,4.114795918
4/12/14,4.156462585
4/13/14,4.198129252
4/14/14,4.219387755
4/15/14,4.208900227
4/16/14,4.198412698
4/17/14,4.193027211
4/18/14,4.187641723
4/19/14,4.182256236
4/20/14,4.176870748
4/21/14,4.171485261
4/22/14,4.166099773
4/23/14,4.160714286
4/24/14,4.163265306
4/25/14,4.165816327
4/26/14,4.168367347
4/27/14,4.170918367
4/28/14,4.173469388
4/29/14,4.176020408
4/30/14,4.142857143
5/1/14,4.109693878
5/2/14,4.076530612
5/3/14,4.043367347
5/4/14,4.010204082
5/5/14,3.977040816
5/6/14,3.99744898
5/7/14,4.017857143
5/8/14,4.038265306
5/9/14,4.058673469
5/10/14,4.073790627
5/11/14,4.088907785
5/12/14,4.124433107
