date,support
10/23/13,41.76961451
10/24/13,41.68571429
10/25/13,41.60181406
10/26/13,41.55893947
10/27/13,41.51606489
10/28/13,41.51400663
10/29/13,41.51194837
10/30/13,41.50989011
10/31/13,41.54411303
11/1/13,41.57833595
11/2/13,41.61255887
11/3/13,41.64678179
11/4/13,41.64018838
11/5/13,41.63359498
11/6/13,41.62700157
11/7/13,41.6
11/8/13,41.55102041
11/9/13,41.50204082
11/10/13,41.45306122
11/11/13,41.4244898
11/12/13,41.39591837
11/13/13,41.3494898
11/14/13,41.32346939
11/15/13,41.29744898
11/16/13,41.27142857
11/17/13,41.24540816
11/18/13,41.23979592
11/19/13,41.23418367
11/20/13,41.2462585
11/21/13,41.28639456
11/22/13,41.32653061
11/23/13,41.37765568
11/24/13,41.42878074
11/25/13,41.43908948
11/26/13,41.44939822
11/27/13,41.45970696
11/28/13,41.52125256
11/29/13,41.58279815
11/30/13,41.64434375
12/1/13,41.70588935
12/2/13,41.80825127
12/3/13,41.9106132
12/4/13,41.95345131
12/5/13,42.01669759
12/6/13,42.05943105
12/7/13,42.1021645
12/8/13,42.14489796
12/9/13,42.16722325
12/10/13,42.20145331
12/11/13,42.21867656
12/12/13,42.19168213
12/13/13,42.16468769
12/14/13,42.14177489
12/15/13,42.11886209
12/16/13,42.07554113
12/17/13,42.03222016
12/18/13,42.00913729
12/19/13,41.98605442
12/20/13,41.94800481
12/21/13,41.91233615
12/22/13,41.8766675
12/23/13,41.86820972
12/24/13,41.85975195
12/25/13,41.85129418
12/26/13,41.8428364
12/27/13,41.83437863
12/28/13,41.82592086
12/29/13,41.81746308
12/30/13,41.80900531
12/31/13,41.80054754
1/1/14,41.79208976
1/2/14,41.76322383
1/3/14,41.73435789
1/4/14,41.70549195
1/5/14,41.67662602
1/6/14,41.64776008
1/7/14,41.61226149
1/8/14,41.5767629
1/9/14,41.54126431
1/10/14,41.51940208
1/11/14,41.49753986
1/12/14,41.47567763
1/13/14,41.42660452
1/14/14,41.38773549
1/15/14,41.34886646
1/16/14,41.35081376
1/17/14,41.35276106
1/18/14,41.35062673
1/19/14,41.34849239
1/20/14,41.36676622
1/21/14,41.38504005
1/22/14,41.4026336
1/23/14,41.42022716
1/24/14,41.43782072
1/25/14,41.45541427
1/26/14,41.47300783
1/27/14,41.51100955
1/28/14,41.55921535
1/29/14,41.60742115
1/30/14,41.64044527
1/31/14,41.67346939
2/1/14,41.67619048
2/2/14,41.67891156
2/3/14,41.66122449
2/4/14,41.62440476
2/5/14,41.58758503
2/6/14,41.53035714
2/7/14,41.49044527
2/8/14,41.4505334
2/9/14,41.41062152
2/10/14,41.35030148
2/11/14,41.28998145
2/12/14,41.23858998
2/13/14,41.18719852
2/14/14,41.13580705
2/15/14,41.08441558
2/16/14,41.03302412
2/17/14,41.00204082
2/18/14,40.96212894
2/19/14,40.92221707
2/20/14,40.92312152
2/21/14,40.92667148
2/22/14,40.91661599
2/23/14,40.9065605
2/24/14,40.87609685
2/25/14,40.8456332
2/26/14,40.83838384
2/27/14,40.79031815
2/28/14,40.74225246
3/1/14,40.74829932
3/2/14,40.75434618
3/3/14,40.82161754
3/4/14,40.88888889
3/5/14,40.94595616
3/6/14,41.06424792
3/7/14,41.12842713
3/8/14,41.19260634
3/9/14,41.25678554
3/10/14,41.25974026
3/11/14,41.26269498
3/12/14,41.25672112
3/13/14,41.20993094
3/14/14,41.16314076
3/15/14,41.12995602
3/16/14,41.09677128
3/17/14,41.08399471
3/18/14,41.07121813
3/19/14,41.05844156
3/20/14,41.03919295
3/21/14,41.01994434
3/22/14,41.00069573
3/23/14,40.98144712
3/24/14,40.96219852
3/25/14,40.94294991
3/26/14,40.9237013
3/27/14,40.93506494
3/28/14,40.94642857
3/29/14,40.96428571
3/30/14,40.98214286
3/31/14,41
4/1/14,41.01785714
4/2/14,41.03571429
4/3/14,41.03316327
4/4/14,41.03061224
4/5/14,41.02806122
4/6/14,41.0255102
4/7/14,41.04336735
4/8/14,41.06122449
4/9/14,41.06717687
4/10/14,41.04931973
4/11/14,41.03146259
4/12/14,41.0085034
4/13/14,40.98554422
4/14/14,40.90136054
4/15/14,40.83701814
4/16/14,40.79648526
4/17/14,40.75595238
4/18/14,40.7154195
4/19/14,40.67488662
4/20/14,40.63435374
4/21/14,40.65504535
4/22/14,40.67573696
4/23/14,40.69642857
4/24/14,40.72108844
4/25/14,40.7457483
4/26/14,40.74183673
4/27/14,40.73792517
4/28/14,40.69319728
4/29/14,40.64846939
4/30/14,40.57993197
5/1/14,40.53103741
5/2/14,40.48214286
5/3/14,40.4332483
5/4/14,40.38435374
5/5/14,40.35586735
5/6/14,40.32142857
5/7/14,40.2869898
5/8/14,40.23214286
5/9/14,40.17729592
5/10/14,40.12226002
5/11/14,40.06722411
5/12/14,39.99178005
5/13/14,39.91633598
5/14/14,39.85194633
5/15/14,39.81244637
5/16/14,39.77294642
5/17/14,39.73523217
5/18/14,39.69751793
5/19/14,39.68021184
5/20/14,39.64504862
5/21/14,39.6098854
5/22/14,39.57472217
5/23/14,39.53955895
5/24/14,39.50439572
5/25/14,39.4692325
5/26/14,39.43406927
5/27/14,39.39890605
5/28/14,39.32547752
5/29/14,39.25204899
5/30/14,39.17862046
5/31/14,39.10519193
6/1/14,39.0317634
6/2/14,38.95833487
6/3/14,38.88490633
6/4/14,38.84974311
6/5/14,38.87070233
6/6/14,38.91361923
6/7/14,38.95653613
6/8/14,38.99945302
6/9/14,39.04236992
6/10/14,39.08528682
6/11/14,39.12820371
6/12/14,39.14714102
6/13/14,39.16607832
6/14/14,39.18501563
6/15/14,39.20395293
6/16/14,39.22289024
6/17/14,39.24794999
6/18/14,39.30872403
6/19/14,39.36949807
6/20/14,39.43027211
6/21/14,39.48233909
6/22/14,39.53440607
6/23/14,39.60688121
6/24/14,39.66915228
6/25/14,39.7433281
6/26/14,39.78178964
6/27/14,39.82025118
6/28/14,39.87231816
6/29/14,39.92438514
6/30/14,39.95604396
7/1/14,39.95964155
7/2/14,39.96323914
7/3/14,39.96683673
7/4/14,39.97995814
7/5/14,39.99307954
7/6/14,40.00620094
7/7/14,40.01932234
7/8/14,40.03244375
7/9/14,40.06342229
7/10/14,40.09440084
7/11/14,40.12537938
7/12/14,40.15635793
7/13/14,40.18733647
7/14/14,40.21831502
7/15/14,40.26516658
7/16/14,40.31201814
7/17/14,40.39897959
7/18/14,40.48594104
7/19/14,40.5569161
7/20/14,40.62789116
7/21/14,40.71927438
7/22/14,40.8106576
7/23/14,40.90204082
7/24/14,40.91292517
7/25/14,40.92380952
7/26/14,40.93469388
7/27/14,40.94557823
7/28/14,40.95646259
7/29/14,40.96734694
7/30/14,41.02244898
7/31/14,41.07755102
8/1/14,41.13265306
8/2/14,41.1877551
8/3/14,41.24285714
8/4/14,41.25714286
8/5/14,41.27142857
8/6/14,41.28316327
8/7/14,41.2744898
8/8/14,41.26516698
8/9/14,41.25584416
8/10/14,41.24652134
8/11/14,41.25760668
8/12/14,41.26869202
8/13/14,41.27977737
8/14/14,41.27300557
8/15/14,41.26623377
8/16/14,41.25946197
8/17/14,41.25269017
8/18/14,41.24591837
8/19/14,41.23914657
8/20/14,41.22727273
8/21/14,41.2541744
8/22/14,41.28107607
8/23/14,41.31818182
8/24/14,41.35528757
8/25/14,41.43320965
8/26/14,41.51113173
8/27/14,41.5890538
8/28/14,41.57854051
8/29/14,41.56802721
8/30/14,41.50340136
8/31/14,41.43877551
9/1/14,41.31292517
9/2/14,41.18707483
9/3/14,41.09991497
9/4/14,41.05357143
9/5/14,41.04835343
9/6/14,41.02612863
9/7/14,41.00390383
9/8/14,40.98167904
9/9/14,40.95945424
9/10/14,40.93722944
9/11/14,40.87121212
9/12/14,40.80519481
9/13/14,40.73917749
9/14/14,40.67316017
9/15/14,40.60714286
9/16/14,40.54112554
9/17/14,40.49594156
9/18/14,40.48867274
9/19/14,40.48140393
9/20/14,40.47413511
9/21/14,40.46686629
9/22/14,40.48000564
9/23/14,40.49314499
9/24/14,40.48247481
9/25/14,40.43430463
9/26/14,40.38613445
9/27/14,40.39887955
9/28/14,40.41162465
9/29/14,40.44477791
9/30/14,40.51543117
