election,sample_size,institute,date,party,support,election_date,days_to_election
2017,2436,emnid,2017-04-15,gru,7,2017-09-24,162
2017,1289,fgruppe_wahlen,2014-11-28,cdu,41,2017-09-24,1031
2017,1289,fgruppe_wahlen,2016-02-19,cdu,36,2017-09-24,583
2017,1292,fgruppe_wahlen,2016-06-03,cdu,33,2017-09-24,478
2017,1292,fgruppe_wahlen,2017-01-13,cdu,36,2017-09-24,254
2017,1293,fgruppe_wahlen,2013-09-27,cdu,43,2017-09-24,1458
2017,1301,fgruppe_wahlen,2017-06-02,cdu,39,2017-09-24,114
2017,1303,fgruppe_wahlen,2017-01-27,cdu,36,2017-09-24,240
2017,1304,fgruppe_wahlen,2015-07-24,cdu,41,2017-09-24,793
2017,1309,fgruppe_wahlen,2017-09-01,cdu,39,2017-09-24,23
2017,1028,infratest_dimap,2013-10-25,lin,9,2017-09-24,1430
2017,1028,infratest_dimap,2016-02-26,lin,8,2017-09-24,576
2017,1029,infratest_dimap,2015-07-17,lin,9,2017-09-24,800
2017,1029,infratest_dimap,2017-01-27,lin,8,2017-09-24,240
2017,1033,infratest_dimap,2015-08-14,lin,9,2017-09-24,772
2017,2501,forsa,2016-09-14,spd,23,2017-09-24,375
2017,2501,forsa,2016-12-07,spd,22,2017-09-24,291
2017,1258,fgruppe_wahlen,2016-11-25,fdp,5,2017-09-24,303
2017,1261,fgruppe_wahlen,2016-04-08,fdp,7,2017-09-24,534
2017,2501,forsa,2014-02-05,gru,10,2017-09-24,1327
2017,2501,forsa,2017-08-02,spd,22,2017-09-24,53
2017,2501,forsa,2017-08-23,spd,24,2017-09-24,32
2017,2501,forsa,2017-08-30,spd,24,2017-09-24,25
2017,2501,forsa,2017-09-19,spd,23,2017-09-24,5
2017,2502,forsa,2014-01-22,spd,23,2017-09-24,1341
2017,2502,forsa,2014-02-12,spd,24,2017-09-24,1320
2017,2501,forsa,2014-11-26,oth,7,2017-09-24,1033
2017,2501,forsa,2015-02-25,oth,5,2017-09-24,942
2017,2501,forsa,2015-03-25,oth,7,2017-09-24,914
2017,2502,forsa,2014-07-02,spd,23,2017-09-24,1180
2017,2502,forsa,2014-08-20,spd,24,2017-09-24,1131
2017,2501,forsa,2015-03-25,gru,10,2017-09-24,914
2017,2501,forsa,2015-06-24,gru,10,2017-09-24,823
2017,2501,forsa,2015-07-22,gru,10,2017-09-24,795
2017,2501,forsa,2015-07-29,gru,10,2017-09-24,788
2017,2501,forsa,2015-08-05,gru,10,2017-09-24,781
2017,2501,forsa,2015-09-16,gru,10,2017-09-24,739
2017,2501,forsa,2015-09-23,gru,10,2017-09-24,732
2017,2501,forsa,2015-10-28,gru,11,2017-09-24,697
2017,1304,fgruppe_wahlen,2015-07-24,afd,4,2017-09-24,793
2017,2502,forsa,2015-06-02,spd,23,2017-09-24,845
2017,2501,forsa,2016-02-03,gru,10,2017-09-24,599
2017,2501,forsa,2016-02-17,gru,11,2017-09-24,585
2017,2501,forsa,2016-03-09,gru,11,2017-09-24,564
2017,2501,forsa,2016-03-22,gru,13,2017-09-24,551
2017,2501,forsa,2016-05-03,gru,13,2017-09-24,509
2017,2501,forsa,2016-05-17,gru,14,2017-09-24,495
2017,2501,forsa,2016-06-08,gru,13,2017-09-24,473
2017,1246,fgruppe_wahlen,2015-11-27,lin,8,2017-09-24,667
2017,1246,fgruppe_wahlen,2015-12-11,lin,9,2017-09-24,653
2017,1251,fgruppe_wahlen,2015-08-21,lin,9,2017-09-24,765
2017,1252,fgruppe_wahlen,2015-09-25,lin,9,2017-09-24,730
2017,1255,fgruppe_wahlen,2013-12-13,lin,10,2017-09-24,1381
2017,1255,fgruppe_wahlen,2014-03-28,lin,10,2017-09-24,1276
2017,1258,fgruppe_wahlen,2015-01-30,lin,8,2017-09-24,968
2017,1258,fgruppe_wahlen,2015-10-23,lin,9,2017-09-24,702
2017,1258,fgruppe_wahlen,2016-11-25,lin,10,2017-09-24,303
2017,1261,fgruppe_wahlen,2016-04-08,lin,7,2017-09-24,534
2017,1261,fgruppe_wahlen,2017-06-23,lin,9,2017-09-24,93
2017,1262,fgruppe_wahlen,2015-11-13,lin,9,2017-09-24,681
2017,1263,emnid,2017-07-15,lin,9,2017-09-24,71
2017,1263,fgruppe_wahlen,2016-05-13,lin,8,2017-09-24,499
2017,2501,forsa,2017-08-02,gru,8,2017-09-24,53
2017,2501,forsa,2017-08-23,gru,7,2017-09-24,32
2017,2501,forsa,2017-08-30,gru,7,2017-09-24,25
2017,1496,emnid,2015-10-17,cdu,37,2017-09-24,708
2017,2502,forsa,2014-01-22,gru,10,2017-09-24,1341
2017,2502,forsa,2014-02-12,gru,10,2017-09-24,1320
2017,2502,forsa,2014-02-19,gru,10,2017-09-24,1313
2017,2502,forsa,2014-02-26,gru,10,2017-09-24,1306
2017,2502,forsa,2014-03-26,gru,10,2017-09-24,1278
2017,2502,forsa,2014-04-09,gru,10,2017-09-24,1264
2017,1284,fgruppe_wahlen,2014-03-14,lin,10,2017-09-24,1290
2017,1287,fgruppe_wahlen,2015-01-16,lin,8,2017-09-24,982
2017,1404,emnid,2015-04-11,fdp,4,2017-09-24,897
2017,1405,emnid,2016-04-02,fdp,6,2017-09-24,540
2017,1407,allensbach,2016-09-22,fdp,7,2017-09-24,367
2017,1289,fgruppe_wahlen,2016-02-19,lin,9,2017-09-24,583
2017,1292,fgruppe_wahlen,2016-06-03,lin,9,2017-09-24,478
2017,1292,fgruppe_wahlen,2017-01-13,lin,9,2017-09-24,254
2017,1293,fgruppe_wahlen,2013-09-27,lin,10,2017-09-24,1458
2017,1304,fgruppe_wahlen,2015-07-24,spd,25,2017-09-24,793
2017,1303,fgruppe_wahlen,2017-01-27,lin,10,2017-09-24,240
2017,1304,fgruppe_wahlen,2015-07-24,lin,9,2017-09-24,793
2017,1309,fgruppe_wahlen,2017-09-01,lin,9,2017-09-24,23
2017,1315,fgruppe_wahlen,2014-06-27,lin,9,2017-09-24,1185
2017,1437,allensbach,2017-06-20,fdp,10.5,2017-09-24,96
2017,1441,allensbach,2017-01-26,fdp,7,2017-09-24,241
2017,1448,allensbach,2015-11-19,fdp,5.5,2017-09-24,675
2017,1008,gms,2017-03-23,spd,31,2017-09-24,185
2017,1008,infratest_dimap,2014-04-25,spd,25,2017-09-24,1248
2017,1008,infratest_dimap,2014-07-18,spd,26,2017-09-24,1164
2017,1008,infratest_dimap,2014-09-26,spd,25,2017-09-24,1094
2017,1008,infratest_dimap,2016-08-26,spd,22,2017-09-24,394
2017,2504,forsa,2014-09-03,spd,24,2017-09-24,1117
2017,2504,forsa,2014-10-22,spd,24,2017-09-24,1068
2017,2504,forsa,2014-10-29,spd,23,2017-09-24,1061
2017,1504,infratest_dimap,2016-02-03,cdu,35,2017-09-24,599
2017,1504,infratest_dimap,2016-07-07,cdu,34,2017-09-24,444
2017,1504,infratest_dimap,2016-09-01,cdu,33,2017-09-24,388
2017,1504,infratest_dimap,2016-12-08,cdu,35,2017-09-24,290
2017,1505,allensbach,2014-12-17,cdu,40.5,2017-09-24,1012
2017,1505,infratest_dimap,2014-07-03,cdu,39,2017-09-24,1179
2017,1505,infratest_dimap,2016-02-29,cdu,36,2017-09-24,573
2017,1505,infratest_dimap,2016-04-07,cdu,34,2017-09-24,535
2017,1505,infratest_dimap,2016-11-03,cdu,33,2017-09-24,325
2017,1505,infratest_dimap,2017-01-05,cdu,37,2017-09-24,262
2017,1505,infratest_dimap,2017-08-09,cdu,39,2017-09-24,46
2017,1506,infratest_dimap,2014-04-03,cdu,41,2017-09-24,1270
2017,1506,infratest_dimap,2015-01-08,cdu,41,2017-09-24,990
2017,1506,infratest_dimap,2015-03-05,cdu,41,2017-09-24,934
2017,1506,infratest_dimap,2015-05-07,cdu,40,2017-09-24,871
2017,1506,infratest_dimap,2016-06-02,cdu,32,2017-09-24,479
2017,1506,infratest_dimap,2017-02-02,cdu,34,2017-09-24,234
2017,1507,forsa,2017-06-29,cdu,40,2017-09-24,87
2017,1515,infratest_dimap,2014-03-06,cdu,42,2017-09-24,1298
2017,2503,forsa,2016-01-13,gru,10,2017-09-24,620
2017,1521,allensbach,2016-02-17,cdu,33.5,2017-09-24,585
2017,1523,infratest_dimap,2013-12-05,cdu,43,2017-09-24,1389
2017,2503,forsa,2016-07-13,gru,12,2017-09-24,438
2017,1542,allensbach,2017-02-22,cdu,33,2017-09-24,214
2017,1559,infratest_dimap,2014-01-09,cdu,41,2017-09-24,1354
2017,1571,allensbach,2014-04-16,cdu,40,2017-09-24,1257
2017,1600,infratest_dimap,2014-04-30,cdu,40,2017-09-24,1243
2017,2503,forsa,2016-11-16,gru,11,2017-09-24,312
2017,2505,forsa,2016-10-19,spd,22,2017-09-24,340
2017,1021,infratest_dimap,2015-12-18,spd,24,2017-09-24,646
2017,1022,infratest_dimap,2014-10-24,spd,26,2017-09-24,1066
2017,1023,infratest_dimap,2014-11-21,spd,26,2017-09-24,1038
2017,1023,infratest_dimap,2015-02-13,spd,24,2017-09-24,954
2017,1023,infratest_dimap,2017-03-23,spd,32,2017-09-24,185
2017,1026,infratest_dimap,2014-02-28,spd,26,2017-09-24,1304
2017,2500,forsa,2013-10-23,cdu,43,2017-09-24,1432
2017,2500,forsa,2013-11-06,cdu,42,2017-09-24,1418
2017,2500,forsa,2013-11-27,cdu,42,2017-09-24,1397
2017,2500,forsa,2014-03-05,cdu,40,2017-09-24,1299
2017,2500,forsa,2014-03-19,cdu,42,2017-09-24,1285
2017,2500,forsa,2014-08-13,cdu,42,2017-09-24,1138
2017,2500,forsa,2015-03-18,cdu,41,2017-09-24,921
2017,2500,forsa,2015-08-12,cdu,43,2017-09-24,774
2017,1043,allensbach,2017-09-06,spd,24,2017-09-24,18
2017,1047,infratest_dimap,2017-02-23,spd,32,2017-09-24,213
2017,1083,allensbach,2017-09-19,spd,22,2017-09-24,5
2017,1154,fgruppe_wahlen,2015-02-27,spd,25,2017-09-24,940
2017,1179,fgruppe_wahlen,2014-09-05,spd,25,2017-09-24,1115
2017,1183,fgruppe_wahlen,2013-10-18,spd,26,2017-09-24,1437
2017,1184,fgruppe_wahlen,2014-09-26,spd,26,2017-09-24,1094
2017,1188,fgruppe_wahlen,2016-10-14,spd,22,2017-09-24,345
2017,1200,allensbach,2015-07-16,spd,25.5,2017-09-24,801
2017,1203,fgruppe_wahlen,2016-01-15,spd,24,2017-09-24,618
2017,1869,emnid,2016-03-05,cdu,35,2017-09-24,568
2017,2501,forsa,2014-05-21,cdu,40,2017-09-24,1222
2017,2501,forsa,2014-06-11,cdu,39,2017-09-24,1201
2017,2501,forsa,2014-07-30,cdu,43,2017-09-24,1152
2017,2501,forsa,2014-08-06,cdu,43,2017-09-24,1145
2017,2501,forsa,2014-09-23,cdu,42,2017-09-24,1097
2017,2501,forsa,2014-10-01,cdu,42,2017-09-24,1089
2017,2501,forsa,2014-11-19,cdu,42,2017-09-24,1040
2017,2768,emnid,2013-11-03,spd,25,2017-09-24,1421
2017,2772,emnid,2014-01-26,spd,26,2017-09-24,1337
2017,2501,forsa,2015-03-25,cdu,41,2017-09-24,914
2017,2501,forsa,2015-06-24,cdu,41,2017-09-24,823
2017,2501,forsa,2015-07-22,cdu,41,2017-09-24,795
2017,2501,forsa,2015-07-29,cdu,42,2017-09-24,788
2017,2501,forsa,2015-08-05,cdu,41,2017-09-24,781
2017,2501,forsa,2015-09-16,cdu,41,2017-09-24,739
2017,2800,emnid,2015-09-05,spd,24,2017-09-24,750
2017,2802,emnid,2014-08-10,spd,27,2017-09-24,1141
2017,2501,forsa,2015-12-02,cdu,39,2017-09-24,662
2017,2501,forsa,2016-01-19,cdu,37,2017-09-24,614
2017,2501,forsa,2016-02-03,cdu,36,2017-09-24,599
2017,2815,emnid,2016-08-06,spd,22,2017-09-24,414
2017,2821,emnid,2015-12-19,spd,25,2017-09-24,645
2017,2827,emnid,2016-10-15,spd,24,2017-09-24,344
2017,1939,emnid,2016-10-01,cdu,32,2017-09-24,358
2017,1940,emnid,2014-08-03,cdu,42,2017-09-24,1148
2017,2864,emnid,2015-01-10,spd,24,2017-09-24,988
2017,2881,emnid,2016-05-28,spd,21,2017-09-24,484
2017,3210,emnid,2015-04-25,spd,25,2017-09-24,883
2017,2501,forsa,2016-08-17,cdu,36,2017-09-24,403
2017,2501,forsa,2016-09-07,cdu,33,2017-09-24,382
2017,2501,forsa,2016-09-14,cdu,32,2017-09-24,375
2017,2501,forsa,2016-12-07,cdu,36,2017-09-24,291
2017,2501,forsa,2017-01-11,cdu,37,2017-09-24,256
2017,2501,forsa,2017-02-08,cdu,34,2017-09-24,228
2017,2501,forsa,2017-03-29,cdu,34,2017-09-24,179
2017,2501,forsa,2017-06-07,cdu,39,2017-09-24,109
2017,,allensbach,2014-02-20,spd,26.5,2017-09-24,1312
2017,,allensbach,2014-03-19,spd,25,2017-09-24,1285
2017,2501,forsa,2017-08-23,cdu,38,2017-09-24,32
2017,2501,forsa,2017-08-30,cdu,38,2017-09-24,25
2017,2501,forsa,2017-09-19,cdu,36,2017-09-24,5
2017,2502,forsa,2014-01-22,cdu,41,2017-09-24,1341
2017,2502,forsa,2014-02-12,cdu,41,2017-09-24,1320
2017,2312,emnid,2014-05-25,oth,6,2017-09-24,1218
2017,2502,forsa,2014-02-26,cdu,41,2017-09-24,1306
2017,2502,forsa,2014-03-26,cdu,41,2017-09-24,1278
2017,2502,forsa,2014-04-09,cdu,42,2017-09-24,1264
2017,2502,forsa,2014-07-02,cdu,41,2017-09-24,1180
2017,2502,forsa,2014-08-20,cdu,42,2017-09-24,1131
2017,2502,forsa,2014-09-10,cdu,42,2017-09-24,1110
2017,2502,forsa,2014-11-12,cdu,41,2017-09-24,1047
2017,1301,fgruppe_wahlen,2017-06-02,lin,9,2017-09-24,114
2017,2326,emnid,2016-12-24,oth,4,2017-09-24,274
2017,2327,emnid,2014-04-13,oth,6,2017-09-24,1260
2017,2329,emnid,2015-10-03,oth,7,2017-09-24,722
2017,2331,emnid,2014-11-22,oth,6,2017-09-24,1037
2017,2332,emnid,2015-09-12,oth,5,2017-09-24,743
2017,2333,emnid,2014-11-09,oth,7,2017-09-24,1050
2017,2334,emnid,2013-10-20,oth,6,2017-09-24,1435
2017,2337,emnid,2015-02-21,oth,5,2017-09-24,946
2017,2002,forsa,2014-04-23,cdu,41,2017-09-24,1250
2017,2002,forsa,2014-04-29,cdu,41,2017-09-24,1244
2017,2002,forsa,2014-06-04,cdu,38,2017-09-24,1208
2017,2502,forsa,2015-12-15,cdu,39,2017-09-24,649
2017,2502,forsa,2016-02-24,cdu,35,2017-09-24,578
2017,2502,forsa,2016-04-27,cdu,33,2017-09-24,515
2017,2003,insa,2014-10-28,cdu,41,2017-09-24,1062
2017,2004,forsa,2014-10-07,cdu,41,2017-09-24,1083
2017,2004,forsa,2015-04-15,cdu,42,2017-09-24,893
2017,2004,forsa,2016-04-06,cdu,35,2017-09-24,536
2017,2004,forsa,2016-10-12,cdu,34,2017-09-24,347
2017,2004,forsa,2017-05-10,cdu,36,2017-09-24,137
2017,2004,forsa,2017-06-13,cdu,38,2017-09-24,103
2017,2004,insa,2016-03-14,cdu,32,2017-09-24,559
2017,2004,insa,2017-02-28,cdu,30.5,2017-09-24,208
2017,2005,forsa,2016-03-30,cdu,36,2017-09-24,543
2017,2416,emnid,2017-04-01,oth,5,2017-09-24,176
2017,2418,emnid,2014-08-31,oth,5,2017-09-24,1120
2017,1215,fgruppe_wahlen,2014-06-05,afd,5,2017-09-24,1207
2017,2005,insa,2015-02-10,cdu,40.5,2017-09-24,957
2017,2006,forsa,2016-05-24,cdu,33,2017-09-24,488
2017,2006,insa,2014-08-13,cdu,42,2017-09-24,1138
2017,2007,forsa,2017-04-19,cdu,36,2017-09-24,158
2017,2007,insa,2016-02-01,cdu,33,2017-09-24,601
2017,2007,insa,2016-02-29,cdu,32.5,2017-09-24,573
2017,2009,insa,2014-05-19,cdu,40,2017-09-24,1224
2017,1226,fgruppe_wahlen,2016-04-22,afd,12,2017-09-24,520
2017,1230,fgruppe_wahlen,2015-05-22,afd,5,2017-09-24,856
2017,1421,allensbach,2017-08-22,spd,24,2017-09-24,33
2017,1426,emnid,2017-08-19,spd,24,2017-09-24,36
2017,1430,allensbach,2015-04-16,spd,26.5,2017-09-24,892
2017,1431,allensbach,2016-01-26,spd,25,2017-09-24,607
2017,1436,allensbach,2016-11-16,spd,23,2017-09-24,312
2017,1437,allensbach,2017-06-20,spd,24,2017-09-24,96
2017,1242,fgruppe_wahlen,2014-11-14,afd,7,2017-09-24,1045
2017,1246,fgruppe_wahlen,2015-11-27,afd,9,2017-09-24,667
2017,1246,fgruppe_wahlen,2015-12-11,afd,9,2017-09-24,653
2017,1251,fgruppe_wahlen,2015-08-21,afd,3,2017-09-24,765
2017,1252,fgruppe_wahlen,2015-09-25,afd,5,2017-09-24,730
2017,1255,fgruppe_wahlen,2013-12-13,afd,4,2017-09-24,1381
2017,1255,fgruppe_wahlen,2014-03-28,afd,5,2017-09-24,1276
2017,1258,fgruppe_wahlen,2015-01-30,afd,6,2017-09-24,968
2017,1458,allensbach,2016-10-20,spd,22,2017-09-24,339
2017,1258,fgruppe_wahlen,2016-11-25,afd,13,2017-09-24,303
2017,2501,forsa,2013-10-16,oth,6,2017-09-24,1439
2017,2501,forsa,2013-10-30,oth,7,2017-09-24,1425
2017,2501,forsa,2013-11-13,oth,7,2017-09-24,1411
2017,1466,allensbach,2016-07-21,spd,22.5,2017-09-24,430
2017,2501,forsa,2014-02-05,oth,7,2017-09-24,1327
2017,2501,forsa,2014-04-02,oth,6,2017-09-24,1271
2017,2501,forsa,2014-04-15,oth,6,2017-09-24,1258
2017,2501,forsa,2014-05-21,oth,6,2017-09-24,1222
2017,2501,forsa,2014-06-11,oth,7,2017-09-24,1201
2017,,allensbach,2014-01-29,afd,5,2017-09-24,1334
2017,2020,insa,2014-09-16,cdu,39,2017-09-24,1104
2017,,allensbach,2014-03-19,afd,5,2017-09-24,1285
2017,,allensbach,2014-05-14,afd,5.5,2017-09-24,1229
2017,,allensbach,2014-06-20,afd,6,2017-09-24,1192
2017,,allensbach,2014-07-16,afd,6,2017-09-24,1166
2017,2022,insa,2017-03-07,cdu,30.5,2017-09-24,201
2017,,allensbach,2014-09-17,afd,6.5,2017-09-24,1103
2017,,allensbach,2014-10-21,afd,7.5,2017-09-24,1069
2017,,allensbach,2014-11-19,afd,6.5,2017-09-24,1040
2017,,insa,2017-02-02,afd,12,2017-09-24,234
2017,2026,insa,2017-07-18,cdu,36,2017-09-24,68
2017,2028,insa,2014-11-11,cdu,41,2017-09-24,1048
2017,2028,insa,2017-02-13,cdu,30,2017-09-24,223
2017,2030,insa,2013-10-10,cdu,43,2017-09-24,1445
2017,1503,forsa,2016-01-06,spd,23,2017-09-24,627
2017,1503,infratest_dimap,2013-10-10,spd,26,2017-09-24,1445
2017,1503,infratest_dimap,2014-08-07,spd,26,2017-09-24,1144
2017,1503,infratest_dimap,2014-09-04,spd,24,2017-09-24,1116
2017,1503,infratest_dimap,2015-02-05,spd,25,2017-09-24,962
2017,1503,infratest_dimap,2015-06-03,spd,25,2017-09-24,844
2017,1503,infratest_dimap,2015-11-05,spd,24,2017-09-24,689
2017,1503,infratest_dimap,2015-12-03,spd,25,2017-09-24,661
2017,1503,infratest_dimap,2016-05-04,spd,20,2017-09-24,508
2017,2033,insa,2014-05-13,cdu,40,2017-09-24,1230
2017,2033,insa,2014-07-08,cdu,40,2017-09-24,1174
2017,2033,insa,2017-04-03,cdu,32,2017-09-24,174
2017,2034,insa,2016-07-11,cdu,31,2017-09-24,440
2017,2034,insa,2017-03-27,cdu,32,2017-09-24,181
2017,2034,insa,2017-08-29,cdu,37,2017-09-24,26
2017,2035,insa,2016-09-13,cdu,30.5,2017-09-24,376
2017,2035,insa,2017-05-02,cdu,34,2017-09-24,145
2017,2036,insa,2014-06-11,cdu,39,2017-09-24,1201
2017,2036,insa,2014-09-02,cdu,40,2017-09-24,1118
2017,2036,insa,2015-01-06,cdu,42.5,2017-09-24,992
2017,2036,insa,2016-04-04,cdu,32,2017-09-24,538
2017,2036,insa,2016-05-02,cdu,32,2017-09-24,510
2017,2036,insa,2017-08-22,cdu,38,2017-09-24,33
2017,2037,insa,2014-09-29,cdu,38.5,2017-09-24,1091
2017,2037,insa,2016-11-02,cdu,30.5,2017-09-24,326
2017,2037,insa,2016-11-14,cdu,30,2017-09-24,314
2017,2037,insa,2017-05-16,cdu,36,2017-09-24,131
2017,2037,insa,2017-06-06,cdu,38,2017-09-24,110
2017,2038,insa,2016-07-19,cdu,32,2017-09-24,432
2017,2358,emnid,2016-08-20,spd,23,2017-09-24,400
2017,2380,emnid,2014-03-30,spd,25,2017-09-24,1274
2017,2388,emnid,2014-02-16,spd,24,2017-09-24,1316
2017,2389,emnid,2013-12-01,spd,26,2017-09-24,1393
2017,2393,emnid,2016-04-23,spd,22,2017-09-24,519
2017,2409,emnid,2016-02-20,spd,24,2017-09-24,582
2017,2000,forsa,2013-10-09,oth,6,2017-09-24,1446
2017,2001,forsa,2014-05-07,oth,7,2017-09-24,1236
2017,2001,forsa,2014-06-17,oth,7,2017-09-24,1195
2017,2001,forsa,2015-04-08,oth,6,2017-09-24,900
2017,2001,forsa,2015-05-06,oth,7,2017-09-24,872
2017,2001,forsa,2017-01-04,oth,5,2017-09-24,263
2017,2001,forsa,2017-05-31,oth,6,2017-09-24,116
2017,2001,forsa,2017-09-08,oth,4,2017-09-24,16
2017,2424,emnid,2016-03-19,spd,22,2017-09-24,554
2017,2502,forsa,2014-12-03,cdu,41,2017-09-24,1026
2017,2002,forsa,2014-04-23,oth,6,2017-09-24,1250
2017,2002,forsa,2014-04-29,oth,6,2017-09-24,1244
2017,2002,forsa,2014-06-04,oth,7,2017-09-24,1208
2017,2439,emnid,2017-04-29,spd,29,2017-09-24,148
2017,2002,forsa,2017-04-26,oth,4,2017-09-24,151
2017,2003,forsa,2015-05-20,oth,7,2017-09-24,858
2017,2003,insa,2014-10-28,oth,6,2017-09-24,1062
2017,2004,forsa,2014-10-07,oth,7,2017-09-24,1083
2017,2004,forsa,2015-04-15,oth,6,2017-09-24,893
2017,2004,forsa,2016-04-06,oth,6,2017-09-24,536
2017,2004,forsa,2016-10-12,oth,5,2017-09-24,347
2017,2500,forsa,2014-03-05,spd,22,2017-09-24,1299
2017,2004,forsa,2017-06-13,oth,6,2017-09-24,103
2017,2004,insa,2016-03-14,oth,5.5,2017-09-24,559
2017,2004,insa,2017-02-28,oth,5,2017-09-24,208
2017,2005,forsa,2016-03-30,oth,6,2017-09-24,543
2017,2005,insa,2014-08-20,oth,5.5,2017-09-24,1131
2017,2005,insa,2014-10-21,oth,6.5,2017-09-24,1069
2017,2005,insa,2015-01-26,oth,5.5,2017-09-24,972
2017,2005,insa,2015-02-10,oth,5,2017-09-24,957
2017,2006,forsa,2016-05-24,oth,6,2017-09-24,488
2017,2006,insa,2014-08-13,oth,5,2017-09-24,1138
2017,2007,forsa,2017-04-19,oth,5,2017-09-24,158
2017,2007,insa,2016-02-01,oth,5.5,2017-09-24,601
2017,2007,insa,2016-02-29,oth,4.5,2017-09-24,573
2017,2009,insa,2014-05-19,oth,7,2017-09-24,1224
2017,2009,insa,2014-05-27,oth,6,2017-09-24,1216
2017,2009,insa,2017-07-10,oth,4.5,2017-09-24,76
2017,2009,insa,2017-07-25,oth,3,2017-09-24,61
2017,2411,emnid,2016-12-17,gru,11,2017-09-24,281
2017,2412,emnid,2015-11-14,gru,10,2017-09-24,680
2017,2413,emnid,2017-05-20,gru,7,2017-09-24,127
2017,2414,emnid,2014-07-20,gru,10,2017-09-24,1162
2017,2416,emnid,2017-04-01,gru,7,2017-09-24,176
2017,2418,emnid,2014-08-31,gru,9,2017-09-24,1120
2017,2421,emnid,2014-02-23,gru,10,2017-09-24,1309
2017,2423,emnid,2016-09-10,gru,11,2017-09-24,379
2017,2424,emnid,2016-03-19,gru,13,2017-09-24,554
2017,1287,fgruppe_wahlen,2015-01-16,cdu,42,2017-09-24,982
2017,2014,insa,2016-02-15,oth,5,2017-09-24,587
2017,1288,fgruppe_wahlen,2013-11-08,cdu,42,2017-09-24,1416
2017,2016,emnid,2016-01-16,oth,5,2017-09-24,617
2017,2016,insa,2015-11-30,oth,7,2017-09-24,664
2017,2017,insa,2014-11-17,oth,5.5,2017-09-24,1042
2017,2017,insa,2014-12-16,oth,5,2017-09-24,1013
2017,2017,insa,2015-11-09,oth,5,2017-09-24,685
2017,2017,insa,2016-06-20,oth,5,2017-09-24,461
2017,2018,insa,2014-07-14,oth,6.5,2017-09-24,1168
2017,2019,insa,2014-09-24,oth,6.5,2017-09-24,1096
2017,2019,insa,2015-01-20,oth,5.5,2017-09-24,978
2017,1315,fgruppe_wahlen,2014-06-27,cdu,39,2017-09-24,1185
2017,1320,fgruppe_wahlen,2016-07-08,cdu,34,2017-09-24,443
2017,1321,fgruppe_wahlen,2017-07-07,cdu,40,2017-09-24,79
2017,1328,fgruppe_wahlen,2017-04-28,cdu,37,2017-09-24,149
2017,1344,fgruppe_wahlen,2017-05-19,cdu,38,2017-09-24,128
2017,1035,infratest_dimap,2017-08-24,lin,9,2017-09-24,31
2017,1037,infratest_dimap,2016-07-15,lin,8,2017-09-24,436
2017,1043,allensbach,2017-09-06,lin,8,2017-09-24,18
2017,1047,infratest_dimap,2017-02-23,lin,7,2017-09-24,213
2017,1261,fgruppe_wahlen,2017-06-23,fdp,8,2017-09-24,93
2017,1262,fgruppe_wahlen,2015-11-13,fdp,4,2017-09-24,681
2017,1263,emnid,2017-07-15,fdp,7,2017-09-24,71
2017,1263,fgruppe_wahlen,2016-05-13,fdp,7,2017-09-24,499
2017,1264,fgruppe_wahlen,2014-08-22,fdp,4,2017-09-24,1129
2017,1266,fgruppe_wahlen,2015-03-13,fdp,3,2017-09-24,926
2017,1268,fgruppe_wahlen,2014-10-24,fdp,3,2017-09-24,1066
2017,2502,forsa,2014-02-19,spd,24,2017-09-24,1313
2017,2502,forsa,2014-02-26,spd,22,2017-09-24,1306
2017,2502,forsa,2014-03-26,spd,23,2017-09-24,1278
2017,2502,forsa,2014-04-09,spd,23,2017-09-24,1264
2017,2501,forsa,2015-02-25,gru,9,2017-09-24,942
2017,1276,fgruppe_wahlen,2016-11-11,fdp,5,2017-09-24,317
2017,1277,fgruppe_wahlen,2017-07-21,fdp,8,2017-09-24,65
2017,1283,fgruppe_wahlen,2017-08-25,fdp,9,2017-09-24,30
2017,1284,fgruppe_wahlen,2014-03-14,fdp,4,2017-09-24,1290
2017,1287,fgruppe_wahlen,2015-01-16,fdp,3,2017-09-24,982
2017,1287,fgruppe_wahlen,2016-10-28,fdp,5,2017-09-24,331
2017,2502,forsa,2014-12-03,spd,24,2017-09-24,1026
2017,1289,fgruppe_wahlen,2014-11-28,fdp,,2017-09-24,1031
2017,2501,forsa,2015-12-02,gru,10,2017-09-24,662
2017,1292,fgruppe_wahlen,2016-06-03,fdp,6,2017-09-24,478
2017,1292,fgruppe_wahlen,2017-01-13,fdp,6,2017-09-24,254
2017,1293,fgruppe_wahlen,2013-09-27,fdp,3,2017-09-24,1458
2017,1301,fgruppe_wahlen,2017-06-02,fdp,8,2017-09-24,114
2017,1303,fgruppe_wahlen,2017-01-27,fdp,6,2017-09-24,240
2017,1304,fgruppe_wahlen,2015-07-24,fdp,4,2017-09-24,793
2017,1309,fgruppe_wahlen,2017-09-01,fdp,10,2017-09-24,23
2017,1315,fgruppe_wahlen,2014-06-27,fdp,3,2017-09-24,1185
2017,1437,allensbach,2017-06-20,cdu,40,2017-09-24,96
2017,1441,allensbach,2017-01-26,cdu,36,2017-09-24,241
2017,1448,allensbach,2015-11-19,cdu,37.5,2017-09-24,675
