election,sample_size,institute,date,party,support,election_date,days_to_election
1994,2522,forsa,1993-09-16,cdu,34,1994-10-16,395
1994,2526,forsa,1993-08-26,cdu,36,1994-10-16,416
1994,2518,forsa,1993-08-05,cdu,35,1994-10-16,437
1994,2550,forsa,1993-07-29,cdu,36,1994-10-16,444
1994,1009,forsa,1993-07-22,cdu,37,1994-10-16,451
1994,2531,forsa,1993-07-15,cdu,32,1994-10-16,458
1994,2525,forsa,1993-07-08,cdu,33,1994-10-16,465
1994,3028,forsa,1993-07-01,cdu,36,1994-10-16,472
1994,2518,forsa,1993-06-24,cdu,37,1994-10-16,479
1994,503,forsa,1993-06-17,cdu,39,1994-10-16,486
1994,2016,forsa,1993-06-09,cdu,35,1994-10-16,494
1994,2511,forsa,1993-06-03,cdu,38,1994-10-16,500
1994,2530,forsa,1993-04-29,cdu,37,1994-10-16,535
1994,,forsa,1993-04-22,cdu,36,1994-10-16,542
1994,,forsa,1993-04-07,cdu,32,1994-10-16,557
1994,,forsa,1993-03-25,cdu,33,1994-10-16,570
1994,,forsa,1993-03-18,cdu,31,1994-10-16,577
1994,2511,forsa,1994-09-02,lin,4,1994-10-16,44
1994,2506,forsa,1994-09-01,lin,3,1994-10-16,45
1994,2528,forsa,1994-08-25,lin,3,1994-10-16,52
1994,2519,forsa,1994-08-18,lin,4,1994-10-16,59
1994,2511,forsa,1994-08-11,lin,3,1994-10-16,66
1994,1400,allensbach,1991-03-26,fdp,11.9,1994-10-16,1300
1994,1013,forsa,1994-07-28,lin,4,1994-10-16,80
1994,2513,forsa,1994-07-21,lin,3,1994-10-16,87
1994,2517,forsa,1994-07-15,lin,3,1994-10-16,93
1994,2521,forsa,1994-07-08,lin,3,1994-10-16,100
1994,2523,forsa,1994-06-23,lin,4,1994-10-16,115
1994,504,forsa,1994-06-16,lin,3,1994-10-16,122
1994,2523,forsa,1994-06-09,lin,3,1994-10-16,129
1994,2005,forsa,1994-06-01,lin,3,1994-10-16,137
1994,2516,forsa,1994-05-26,lin,3,1994-10-16,143
1994,1400,allensbach,1992-03-11,fdp,10.5,1994-10-16,949
1994,1400,allensbach,1992-04-01,fdp,12,1994-10-16,928
1994,2518,forsa,1994-04-28,lin,3,1994-10-16,171
1994,2515,forsa,1994-04-21,lin,3,1994-10-16,178
1994,2013,forsa,1994-04-14,lin,3,1994-10-16,185
1994,2008,forsa,1994-04-07,lin,3,1994-10-16,192
1994,2521,forsa,1994-03-30,lin,3,1994-10-16,200
1994,2518,forsa,1994-03-24,lin,3,1994-10-16,206
1994,1000,fgruppe_wahlen,1994-10-08,fdp,7,1994-10-16,8
1994,2000,fgruppe_wahlen,1994-09-24,fdp,6,1994-10-16,22
1994,2000,fgruppe_wahlen,1994-08-27,fdp,6,1994-10-16,50
1994,2000,fgruppe_wahlen,1994-06-26,fdp,5,1994-10-16,112
1994,2000,fgruppe_wahlen,1994-05-21,fdp,5,1994-10-16,148
1994,2000,fgruppe_wahlen,1994-04-23,fdp,5,1994-10-16,176
1994,1400,allensbach,1993-03-30,fdp,10.8,1994-10-16,565
1994,2000,fgruppe_wahlen,1994-02-26,fdp,6,1994-10-16,232
1994,2000,fgruppe_wahlen,1994-01-22,fdp,6,1994-10-16,267
1994,2000,fgruppe_wahlen,1993-12-11,fdp,6,1994-10-16,309
1994,2000,fgruppe_wahlen,1993-11-13,fdp,6,1994-10-16,337
1994,1400,allensbach,1993-09-02,fdp,11.1,1994-10-16,409
1994,1400,allensbach,1993-10-03,fdp,10.9,1994-10-16,378
1994,1400,allensbach,1993-11-05,fdp,10.4,1994-10-16,345
1994,1400,allensbach,1993-12-05,fdp,10.9,1994-10-16,315
1994,1400,allensbach,1993-12-19,fdp,8.4,1994-10-16,301
1994,1400,allensbach,1994-02-02,fdp,7.7,1994-10-16,256
1994,1400,allensbach,1994-02-21,fdp,9.5,1994-10-16,237
1994,1400,allensbach,1994-03-14,fdp,9.1,1994-10-16,216
1994,1400,allensbach,1994-04-11,fdp,8.2,1994-10-16,188
1994,1400,allensbach,1994-05-10,fdp,8.2,1994-10-16,159
1994,1400,allensbach,1994-06-02,fdp,8.6,1994-10-16,136
1994,1400,allensbach,1994-06-20,fdp,6.5,1994-10-16,118
1994,1400,allensbach,1994-07-06,fdp,7.9,1994-10-16,102
1994,1400,allensbach,1994-08-05,fdp,9.3,1994-10-16,72
1994,1400,allensbach,1994-08-17,fdp,7.2,1994-10-16,60
1994,1400,allensbach,1994-09-01,fdp,8.2,1994-10-16,45
1994,1400,allensbach,1994-09-08,fdp,7.2,1994-10-16,38
1994,1400,allensbach,1994-09-15,fdp,8.5,1994-10-16,31
1994,1400,allensbach,1994-09-23,fdp,8.4,1994-10-16,23
1994,1400,allensbach,1994-09-30,fdp,8.2,1994-10-16,16
1994,1400,allensbach,1994-10-06,fdp,8,1994-10-16,10
1994,1400,allensbach,1994-10-14,fdp,8,1994-10-16,2
1994,2016,forsa,1993-06-09,lin,,1994-10-16,494
1994,2511,forsa,1993-06-03,lin,,1994-10-16,500
1994,2012,forsa,1993-05-27,lin,,1994-10-16,507
1994,2522,forsa,1993-05-19,lin,,1994-10-16,515
1994,2526,forsa,1993-05-13,lin,,1994-10-16,521
1994,2530,forsa,1993-04-29,lin,,1994-10-16,535
1994,,forsa,1993-04-22,lin,,1994-10-16,542
1994,,forsa,1993-04-07,lin,,1994-10-16,557
1994,,forsa,1993-03-25,lin,,1994-10-16,570
1994,,forsa,1993-03-18,lin,,1994-10-16,577
1994,,forsa,1993-03-11,lin,,1994-10-16,584
1994,,forsa,1993-03-04,lin,,1994-10-16,591
1994,,forsa,1993-02-25,lin,,1994-10-16,598
1994,,forsa,1993-02-18,lin,,1994-10-16,605
1994,1400,allensbach,1994-08-17,spd,33.8,1994-10-16,60
1994,2010,forsa,1994-10-14,gru,7,1994-10-16,2
1994,2515,forsa,1994-10-07,gru,7,1994-10-16,9
1994,2516,forsa,1994-09-30,gru,7,1994-10-16,16
1994,2506,forsa,1994-09-16,gru,8,1994-10-16,30
1994,2524,forsa,1994-09-09,gru,8,1994-10-16,37
1994,2511,forsa,1994-09-02,gru,7,1994-10-16,44
1994,2506,forsa,1994-09-01,gru,9,1994-10-16,45
1994,2528,forsa,1994-08-25,gru,8,1994-10-16,52
1994,2511,forsa,1994-08-11,gru,9,1994-10-16,66
1994,2512,forsa,1994-08-04,gru,9,1994-10-16,73
1994,1013,forsa,1994-07-28,gru,9,1994-10-16,80
1994,2513,forsa,1994-07-21,gru,8,1994-10-16,87
1994,2517,forsa,1994-07-15,gru,9,1994-10-16,93
1994,2521,forsa,1994-07-08,gru,9,1994-10-16,100
1994,2523,forsa,1994-06-23,gru,10,1994-10-16,115
1994,504,forsa,1994-06-16,gru,9,1994-10-16,122
1994,2521,forsa,1994-02-10,cdu,30,1994-10-16,248
1994,2005,forsa,1994-06-01,gru,10,1994-10-16,137
1994,2516,forsa,1994-05-26,gru,8,1994-10-16,143
1994,2527,forsa,1994-01-20,cdu,31,1994-10-16,269
1994,2531,forsa,1994-01-13,cdu,32,1994-10-16,276
1994,2024,forsa,1994-01-05,cdu,33,1994-10-16,284
1994,2023,forsa,1993-12-29,cdu,32,1994-10-16,291
1994,2509,forsa,1993-12-22,cdu,33,1994-10-16,298
1994,2519,forsa,1993-12-16,cdu,28,1994-10-16,304
1994,2528,forsa,1993-12-09,cdu,32,1994-10-16,311
1994,2523,forsa,1993-12-02,cdu,33,1994-10-16,318
1994,2016,forsa,1993-11-25,cdu,33,1994-10-16,325
1994,2517,forsa,1994-03-10,gru,9,1994-10-16,220
1994,1400,allensbach,1990-12-03,gru,10.1,1994-10-16,1413
1994,1400,allensbach,1990-12-17,gru,7.9,1994-10-16,1399
1994,2000,fgruppe_wahlen,1994-06-26,spd,36,1994-10-16,112
1994,1400,allensbach,1991-03-26,gru,9.2,1994-10-16,1300
1994,1400,allensbach,1991-05-08,gru,7.6,1994-10-16,1257
1994,1400,allensbach,1991-06-17,gru,8.6,1994-10-16,1217
1994,1400,allensbach,1991-07-29,gru,10.1,1994-10-16,1175
1994,1400,allensbach,1991-08-30,gru,7.7,1994-10-16,1143
1994,1400,allensbach,1991-10-01,gru,8.5,1994-10-16,1111
1994,1400,allensbach,1991-10-27,gru,10.3,1994-10-16,1085
1994,1400,allensbach,1991-11-25,gru,9.2,1994-10-16,1056
1994,1400,allensbach,1991-12-27,gru,9.4,1994-10-16,1024
1994,1400,allensbach,1992-02-03,gru,9.4,1994-10-16,986
1994,1400,allensbach,1992-03-11,gru,8.7,1994-10-16,949
1994,1400,allensbach,1992-04-01,gru,10.1,1994-10-16,928
1994,1400,allensbach,1992-04-28,gru,10.6,1994-10-16,901
1994,1400,allensbach,1992-06-07,gru,8.6,1994-10-16,861
1994,1400,allensbach,1992-06-29,gru,11.2,1994-10-16,839
1994,1400,allensbach,1992-07-29,gru,10.9,1994-10-16,809
1994,1400,allensbach,1992-08-23,gru,9.2,1994-10-16,784
1994,1400,allensbach,1992-09-24,gru,8.3,1994-10-16,752
1994,1400,allensbach,1992-10-19,gru,8.5,1994-10-16,727
1994,1400,allensbach,1992-11-03,gru,9.4,1994-10-16,712
1994,1400,allensbach,1992-11-30,gru,9,1994-10-16,685
1994,1400,allensbach,1992-12-13,gru,9,1994-10-16,672
1994,1400,allensbach,1993-02-02,gru,11.8,1994-10-16,621
1994,1400,allensbach,1993-03-05,gru,10.4,1994-10-16,590
1994,1400,allensbach,1993-03-30,gru,11.9,1994-10-16,565
1994,1400,allensbach,1993-04-29,gru,11.1,1994-10-16,535
1994,1400,allensbach,1993-06-10,gru,12.6,1994-10-16,493
1994,1400,allensbach,1993-07-07,gru,10.7,1994-10-16,466
1994,1400,allensbach,1993-07-26,gru,10,1994-10-16,447
1994,1400,allensbach,1993-09-02,gru,10.2,1994-10-16,409
1994,1400,allensbach,1993-10-03,gru,12.1,1994-10-16,378
1994,1400,allensbach,1993-11-05,gru,13.6,1994-10-16,345
1994,1400,allensbach,1993-12-05,gru,11,1994-10-16,315
1994,1400,allensbach,1993-12-19,gru,10.2,1994-10-16,301
1994,1400,allensbach,1994-02-02,gru,9,1994-10-16,256
1994,1400,allensbach,1994-02-21,gru,9.7,1994-10-16,237
1994,1400,allensbach,1994-03-14,gru,11.5,1994-10-16,216
1994,1400,allensbach,1994-04-11,gru,9.7,1994-10-16,188
1994,1400,allensbach,1994-05-10,gru,13.8,1994-10-16,159
1994,1400,allensbach,1994-06-02,gru,10.6,1994-10-16,136
1994,1400,allensbach,1994-06-20,gru,11.5,1994-10-16,118
1994,1400,allensbach,1994-07-06,gru,10.5,1994-10-16,102
1994,1400,allensbach,1994-08-05,gru,10.1,1994-10-16,72
1994,1400,allensbach,1994-08-17,gru,11.3,1994-10-16,60
1994,1400,allensbach,1994-09-01,gru,10.2,1994-10-16,45
1994,1400,allensbach,1994-09-08,gru,9.3,1994-10-16,38
1994,1400,allensbach,1994-09-15,gru,9.5,1994-10-16,31
1994,1400,allensbach,1994-09-23,gru,9.2,1994-10-16,23
1994,1400,allensbach,1994-09-30,gru,8,1994-10-16,16
1994,1400,allensbach,1994-10-06,gru,8,1994-10-16,10
1994,1400,allensbach,1994-10-14,gru,8.1,1994-10-16,2
1994,2511,forsa,1994-08-11,fdp,5,1994-10-16,66
1994,2512,forsa,1994-08-04,fdp,6,1994-10-16,73
1994,1013,forsa,1994-07-28,fdp,6,1994-10-16,80
1994,2513,forsa,1994-07-21,fdp,5,1994-10-16,87
1994,2517,forsa,1994-07-15,fdp,5,1994-10-16,93
1994,2521,forsa,1994-07-08,fdp,4,1994-10-16,100
1994,2523,forsa,1994-06-23,fdp,5,1994-10-16,115
1994,1000,fgruppe_wahlen,1994-10-08,oth,3.5,1994-10-16,8
1994,2000,fgruppe_wahlen,1994-09-24,oth,4,1994-10-16,22
1994,2000,fgruppe_wahlen,1994-05-21,oth,7,1994-10-16,148
1994,2000,fgruppe_wahlen,1994-04-23,oth,7,1994-10-16,176
1994,1400,allensbach,1990-12-03,cdu,42,1994-10-16,1413
1994,1400,allensbach,1990-12-17,cdu,43.7,1994-10-16,1399
1994,1400,allensbach,1991-02-25,cdu,41.7,1994-10-16,1329
1994,1400,allensbach,1991-03-26,cdu,34.4,1994-10-16,1300
1994,1400,allensbach,1991-05-08,cdu,35.5,1994-10-16,1257
1994,1400,allensbach,1991-06-17,cdu,37.3,1994-10-16,1217
1994,1400,allensbach,1991-07-29,cdu,33.3,1994-10-16,1175
1994,1000,fgruppe_wahlen,1994-10-08,cdu,42.5,1994-10-16,8
1994,2000,fgruppe_wahlen,1994-09-24,cdu,41,1994-10-16,22
1994,2000,fgruppe_wahlen,1994-08-27,cdu,41,1994-10-16,50
1994,1400,allensbach,1990-12-03,afd,,1994-10-16,1413
1994,2000,fgruppe_wahlen,1994-05-21,cdu,38,1994-10-16,148
1994,2000,fgruppe_wahlen,1994-04-23,cdu,37,1994-10-16,176
1994,2000,fgruppe_wahlen,1994-03-26,cdu,36,1994-10-16,204
1994,2000,fgruppe_wahlen,1994-02-26,cdu,37,1994-10-16,232
1994,2000,fgruppe_wahlen,1994-01-22,cdu,36,1994-10-16,267
1994,2000,fgruppe_wahlen,1993-12-11,cdu,37,1994-10-16,309
1994,2000,fgruppe_wahlen,1993-11-13,cdu,37,1994-10-16,337
1994,2000,fgruppe_wahlen,1993-09-25,cdu,37,1994-10-16,386
1994,2000,fgruppe_wahlen,1993-07-10,cdu,38,1994-10-16,463
1994,2000,fgruppe_wahlen,1993-06-19,cdu,38,1994-10-16,484
1994,2000,fgruppe_wahlen,1993-05-15,cdu,38,1994-10-16,519
1994,2000,fgruppe_wahlen,1993-04-24,cdu,37,1994-10-16,540
1994,2000,fgruppe_wahlen,1993-03-20,cdu,36,1994-10-16,575
1994,2000,fgruppe_wahlen,1993-02-20,cdu,36,1994-10-16,603
1994,2000,fgruppe_wahlen,1993-01-23,cdu,37,1994-10-16,631
1994,2000,fgruppe_wahlen,1992-12-11,cdu,38,1994-10-16,674
1994,2000,fgruppe_wahlen,1992-11-13,cdu,39,1994-10-16,702
1994,2000,fgruppe_wahlen,1992-10-16,cdu,38,1994-10-16,730
1994,2000,fgruppe_wahlen,1992-09-18,cdu,37,1994-10-16,758
1994,2000,fgruppe_wahlen,1992-07-10,cdu,38,1994-10-16,828
1994,2000,fgruppe_wahlen,1992-06-19,cdu,38,1994-10-16,849
1994,1400,allensbach,1990-12-03,lin,,1994-10-16,1413
1994,1400,allensbach,1990-12-17,lin,,1994-10-16,1399
1994,1400,allensbach,1991-02-25,lin,2.7,1994-10-16,1329
1994,1400,allensbach,1991-03-26,lin,2.6,1994-10-16,1300
1994,1400,allensbach,1991-05-08,lin,2.8,1994-10-16,1257
1994,1400,allensbach,1991-06-17,lin,1.8,1994-10-16,1217
1994,1400,allensbach,1991-07-29,lin,1.8,1994-10-16,1175
1994,1400,allensbach,1991-08-30,lin,1.5,1994-10-16,1143
1994,1400,allensbach,1991-10-01,lin,2.1,1994-10-16,1111
1994,1400,allensbach,1991-10-27,lin,1.8,1994-10-16,1085
1994,1400,allensbach,1991-11-25,lin,1.7,1994-10-16,1056
1994,1400,allensbach,1991-12-27,lin,1.8,1994-10-16,1024
1994,1400,allensbach,1992-02-03,lin,1.5,1994-10-16,986
1994,1400,allensbach,1992-03-11,lin,1.6,1994-10-16,949
1994,1400,allensbach,1992-04-01,lin,2,1994-10-16,928
1994,1400,allensbach,1992-04-28,lin,2.2,1994-10-16,901
1994,1400,allensbach,1992-06-07,lin,2.2,1994-10-16,861
1994,1400,allensbach,1992-06-29,lin,2.3,1994-10-16,839
1994,1400,allensbach,1992-07-29,lin,2.3,1994-10-16,809
1994,1400,allensbach,1992-08-23,lin,2.6,1994-10-16,784
1994,1400,allensbach,1992-09-24,lin,2.5,1994-10-16,752
1994,1400,allensbach,1992-10-19,lin,2.6,1994-10-16,727
1994,1400,allensbach,1992-11-03,lin,2.9,1994-10-16,712
1994,1400,allensbach,1992-11-30,lin,2.3,1994-10-16,685
1994,1400,allensbach,1992-12-13,lin,2.4,1994-10-16,672
1994,1400,allensbach,1993-02-02,lin,2.9,1994-10-16,621
1994,1400,allensbach,1993-03-05,lin,2.4,1994-10-16,590
1994,1400,allensbach,1993-03-30,lin,3.1,1994-10-16,565
1994,1400,allensbach,1993-04-29,lin,2.9,1994-10-16,535
1994,1400,allensbach,1993-06-10,lin,2.4,1994-10-16,493
1994,1400,allensbach,1993-07-07,lin,3.3,1994-10-16,466
1994,1400,allensbach,1993-07-26,lin,2.7,1994-10-16,447
1994,1400,allensbach,1993-09-02,lin,2.8,1994-10-16,409
1994,1400,allensbach,1993-10-03,lin,4.4,1994-10-16,378
1994,1400,allensbach,1993-11-05,lin,3.2,1994-10-16,345
1994,1400,allensbach,1993-12-05,lin,2.7,1994-10-16,315
1994,1400,allensbach,1993-12-19,lin,5.3,1994-10-16,301
1994,1400,allensbach,1994-02-02,lin,3.4,1994-10-16,256
1994,1400,allensbach,1994-02-21,lin,3.6,1994-10-16,237
1994,1400,allensbach,1994-03-14,lin,3.5,1994-10-16,216
1994,1400,allensbach,1994-04-11,lin,3.2,1994-10-16,188
1994,1400,allensbach,1994-05-10,lin,3.7,1994-10-16,159
1994,1400,allensbach,1994-06-02,lin,3.1,1994-10-16,136
1994,1400,allensbach,1994-06-20,lin,3.5,1994-10-16,118
1994,1400,allensbach,1994-07-06,lin,4.2,1994-10-16,102
1994,1400,allensbach,1994-08-05,lin,3.7,1994-10-16,72
1994,1400,allensbach,1994-08-17,lin,3.1,1994-10-16,60
1994,1400,allensbach,1994-09-01,lin,4.3,1994-10-16,45
1994,1400,allensbach,1994-09-08,lin,4,1994-10-16,38
1994,1400,allensbach,1994-09-15,lin,3.6,1994-10-16,31
1994,1400,allensbach,1994-09-23,lin,3.6,1994-10-16,23
1994,1400,allensbach,1994-09-30,lin,4.5,1994-10-16,16
1994,1400,allensbach,1994-10-06,lin,4,1994-10-16,10
1994,1400,allensbach,1994-10-14,lin,3.9,1994-10-16,2
1994,1400,allensbach,1991-10-27,fdp,11.4,1994-10-16,1085
1994,2000,fgruppe_wahlen,1993-02-20,lin,,1994-10-16,603
1994,2000,fgruppe_wahlen,1993-01-23,lin,2,1994-10-16,631
1994,2000,fgruppe_wahlen,1992-12-11,lin,2,1994-10-16,674
1994,2000,fgruppe_wahlen,1992-11-13,lin,2,1994-10-16,702
1994,2000,fgruppe_wahlen,1992-10-16,lin,2,1994-10-16,730
1994,2000,fgruppe_wahlen,1992-09-18,lin,2,1994-10-16,758
1994,2000,fgruppe_wahlen,1992-07-10,lin,2,1994-10-16,828
1994,2000,fgruppe_wahlen,1992-06-19,lin,2,1994-10-16,849
1994,2000,fgruppe_wahlen,1992-05-15,lin,1.5,1994-10-16,884
1994,2000,fgruppe_wahlen,1992-04-10,lin,1.5,1994-10-16,919
1994,2000,fgruppe_wahlen,1992-03-20,lin,1.5,1994-10-16,940
1994,2096,fgruppe_wahlen,1992-02-21,lin,1,1994-10-16,968
1994,2000,fgruppe_wahlen,1992-01-31,lin,1,1994-10-16,989
1994,,fgruppe_wahlen,1991-12-13,lin,0.5,1994-10-16,1038
1994,,fgruppe_wahlen,1991-11-08,lin,1,1994-10-16,1073
1994,,fgruppe_wahlen,1991-10-18,lin,1,1994-10-16,1094
1994,,fgruppe_wahlen,1991-09-27,lin,1.5,1994-10-16,1115
1994,,fgruppe_wahlen,1991-08-23,lin,1.5,1994-10-16,1150
1994,,fgruppe_wahlen,1991-06-14,lin,1.5,1994-10-16,1220
1994,,fgruppe_wahlen,1991-05-24,lin,1,1994-10-16,1241
1994,,fgruppe_wahlen,1991-04-26,lin,1.5,1994-10-16,1269
1994,,fgruppe_wahlen,1991-03-15,lin,2,1994-10-16,1311
1994,,fgruppe_wahlen,1991-02-15,lin,2,1994-10-16,1339
1994,,fgruppe_wahlen,1991-01-25,lin,1.5,1994-10-16,1360
1994,,fgruppe_wahlen,1990-12-14,lin,2.5,1994-10-16,1402
1994,2518,forsa,1993-06-24,spd,40,1994-10-16,479
1994,503,forsa,1993-06-17,spd,40,1994-10-16,486
1994,2016,forsa,1993-06-09,spd,39,1994-10-16,494
1994,2511,forsa,1993-06-03,spd,37,1994-10-16,500
1994,2012,forsa,1993-05-27,spd,35,1994-10-16,507
1994,2522,forsa,1993-05-19,spd,37,1994-10-16,515
1994,2010,forsa,1994-10-14,oth,4,1994-10-16,2
1994,2515,forsa,1994-10-07,oth,3,1994-10-16,9
1994,2516,forsa,1994-09-30,oth,3,1994-10-16,16
1994,2506,forsa,1994-09-16,oth,2,1994-10-16,30
1994,2524,forsa,1994-09-09,oth,2,1994-10-16,37
1994,2511,forsa,1994-09-02,oth,2,1994-10-16,44
1994,2506,forsa,1994-09-01,oth,2,1994-10-16,45
1994,2528,forsa,1994-08-25,oth,2,1994-10-16,52
1994,2519,forsa,1994-08-18,oth,3,1994-10-16,59
1994,2511,forsa,1994-08-11,oth,3,1994-10-16,66
1994,2512,forsa,1994-08-04,oth,3,1994-10-16,73
1994,1013,forsa,1994-07-28,oth,2,1994-10-16,80
1994,2513,forsa,1994-07-21,oth,3,1994-10-16,87
1994,1400,allensbach,1992-11-03,oth,5.90000000000001,1994-10-16,712
1994,1400,allensbach,1990-12-17,afd,,1994-10-16,1399
1994,1400,allensbach,1991-02-25,afd,,1994-10-16,1329
1994,1400,allensbach,1991-03-26,afd,,1994-10-16,1300
1994,1400,allensbach,1991-05-08,afd,,1994-10-16,1257
1994,1400,allensbach,1991-06-17,afd,,1994-10-16,1217
1994,1400,allensbach,1991-07-29,afd,,1994-10-16,1175
1994,1400,allensbach,1991-08-30,afd,,1994-10-16,1143
1994,1400,allensbach,1991-10-01,afd,,1994-10-16,1111
1994,1400,allensbach,1991-10-27,afd,,1994-10-16,1085
1994,1400,allensbach,1991-11-25,afd,,1994-10-16,1056
1994,1400,allensbach,1991-12-27,afd,,1994-10-16,1024
1994,1400,allensbach,1992-02-03,afd,,1994-10-16,986
1994,1400,allensbach,1992-03-11,afd,,1994-10-16,949
1994,1400,allensbach,1992-04-01,afd,,1994-10-16,928
1994,1400,allensbach,1992-04-28,afd,,1994-10-16,901
1994,1400,allensbach,1992-06-07,afd,,1994-10-16,861
1994,1400,allensbach,1992-06-29,afd,,1994-10-16,839
1994,1400,allensbach,1994-04-11,oth,3.40000000000001,1994-10-16,188
1994,1400,allensbach,1992-08-23,afd,,1994-10-16,784
1994,1400,allensbach,1992-09-24,afd,,1994-10-16,752
1994,1400,allensbach,1992-10-19,afd,,1994-10-16,727
1994,1400,allensbach,1992-11-03,afd,,1994-10-16,712
1994,1400,allensbach,1992-11-30,afd,,1994-10-16,685
1994,1400,allensbach,1992-12-13,afd,,1994-10-16,672
1994,1400,allensbach,1993-02-02,afd,,1994-10-16,621
1994,1400,allensbach,1993-03-05,afd,,1994-10-16,590
1994,1400,allensbach,1993-03-30,afd,,1994-10-16,565
1994,1400,allensbach,1993-04-29,afd,,1994-10-16,535
1994,1400,allensbach,1993-06-10,afd,,1994-10-16,493
1994,1400,allensbach,1993-07-07,afd,,1994-10-16,466
1994,1400,allensbach,1994-10-14,oth,3.10000000000001,1994-10-16,2
1994,1400,allensbach,1993-09-02,afd,,1994-10-16,409
1994,1400,allensbach,1993-10-03,afd,,1994-10-16,378
1994,1400,allensbach,1993-11-05,afd,,1994-10-16,345
1994,1400,allensbach,1993-12-05,afd,,1994-10-16,315
1994,1400,allensbach,1993-12-19,afd,,1994-10-16,301
1994,1400,allensbach,1994-02-02,afd,,1994-10-16,256
1994,1400,allensbach,1994-02-21,afd,,1994-10-16,237
1994,1400,allensbach,1994-03-14,afd,,1994-10-16,216
1994,1400,allensbach,1994-04-11,afd,,1994-10-16,188
1994,1400,allensbach,1994-05-10,afd,,1994-10-16,159
1994,1400,allensbach,1994-06-02,afd,,1994-10-16,136
1994,1400,allensbach,1994-06-20,afd,,1994-10-16,118
1994,1400,allensbach,1994-07-06,afd,,1994-10-16,102
1994,1400,allensbach,1994-08-05,afd,,1994-10-16,72
1994,1400,allensbach,1994-08-17,afd,,1994-10-16,60
1994,1400,allensbach,1994-09-01,afd,,1994-10-16,45
1994,1400,allensbach,1994-09-08,afd,,1994-10-16,38
1994,1400,allensbach,1994-09-15,afd,,1994-10-16,31
1994,1400,allensbach,1994-09-23,afd,,1994-10-16,23
1994,1400,allensbach,1994-09-30,afd,,1994-10-16,16
1994,1400,allensbach,1994-10-06,afd,,1994-10-16,10
1994,1400,allensbach,1994-10-14,afd,,1994-10-16,2
1994,,forsa,1993-03-25,oth,8,1994-10-16,570
1994,,forsa,1993-03-18,oth,9,1994-10-16,577
1994,,forsa,1993-03-11,oth,9,1994-10-16,584
1994,,forsa,1993-03-04,oth,8,1994-10-16,591
1994,,forsa,1993-02-25,oth,9,1994-10-16,598
1994,,forsa,1993-02-18,oth,8,1994-10-16,605
1994,2012,forsa,1993-05-27,cdu,35,1994-10-16,507
1994,2522,forsa,1993-05-19,cdu,37,1994-10-16,515
1994,2010,forsa,1994-10-14,lin,3,1994-10-16,2
1994,2515,forsa,1994-10-07,lin,3,1994-10-16,9
1994,2516,forsa,1994-09-30,lin,3,1994-10-16,16
1994,2506,forsa,1994-09-16,lin,3,1994-10-16,30
1994,2524,forsa,1994-09-09,lin,4,1994-10-16,37
1994,1400,allensbach,1990-12-03,fdp,9.8,1994-10-16,1413
1994,1400,allensbach,1990-12-17,fdp,11.6,1994-10-16,1399
1994,1400,allensbach,1991-02-25,fdp,12,1994-10-16,1329
1994,1400,allensbach,1991-05-08,fdp,13.4,1994-10-16,1257
1994,1400,allensbach,1991-06-17,fdp,10.9,1994-10-16,1217
1994,1400,allensbach,1991-07-29,fdp,12.2,1994-10-16,1175
1994,1400,allensbach,1991-08-30,fdp,11.6,1994-10-16,1143
1994,1400,allensbach,1991-10-01,fdp,10.9,1994-10-16,1111
1994,1400,allensbach,1992-06-29,oth,7.7,1994-10-16,839
1994,1400,allensbach,1991-11-25,fdp,11.7,1994-10-16,1056
1994,1400,allensbach,1991-12-27,fdp,11.1,1994-10-16,1024
1994,1400,allensbach,1992-02-03,fdp,12.4,1994-10-16,986
1994,1400,allensbach,1992-04-28,fdp,11.6,1994-10-16,901
1994,1400,allensbach,1992-06-07,fdp,9.3,1994-10-16,861
1994,1400,allensbach,1992-06-29,fdp,9.7,1994-10-16,839
1994,1400,allensbach,1992-07-29,fdp,10.1,1994-10-16,809
1994,1400,allensbach,1992-08-23,fdp,10.7,1994-10-16,784
1994,1400,allensbach,1992-09-24,fdp,9.3,1994-10-16,752
1994,1400,allensbach,1992-10-19,fdp,10.5,1994-10-16,727
1994,1400,allensbach,1992-11-03,fdp,10.3,1994-10-16,712
1994,1400,allensbach,1992-11-30,fdp,9.9,1994-10-16,685
1994,1400,allensbach,1992-12-13,fdp,9.5,1994-10-16,672
1994,1400,allensbach,1993-02-02,fdp,9.5,1994-10-16,621
1994,1400,allensbach,1993-03-05,fdp,10.1,1994-10-16,590
1994,1400,allensbach,1993-12-05,oth,5.90000000000001,1994-10-16,315
1994,1400,allensbach,1993-04-29,fdp,9.7,1994-10-16,535
1994,1400,allensbach,1993-06-10,fdp,9.5,1994-10-16,493
1994,1400,allensbach,1993-07-07,fdp,11.2,1994-10-16,466
1994,1400,allensbach,1993-07-26,fdp,10.4,1994-10-16,447
1994,1400,allensbach,1990-12-03,oth,3.3,1994-10-16,1413
1994,1400,allensbach,1990-12-17,oth,4.40000000000001,1994-10-16,1399
1994,1400,allensbach,1991-02-25,oth,2.5,1994-10-16,1329
1994,1400,allensbach,1991-03-26,oth,4.2,1994-10-16,1300
1994,1400,allensbach,1991-05-08,oth,3.5,1994-10-16,1257
