,support
2013-10-23,41.769614512471655
2013-10-24,41.685714285714276
2013-10-25,41.60181405895691
2013-10-26,41.55893947322519
2013-10-27,41.516064887493464
2013-10-28,41.51400662829234
2013-10-29,41.51194836909122
2013-10-30,41.509890109890115
2013-10-31,41.544113029827315
2013-11-01,41.578335949764515
2013-11-02,41.61255886970173
2013-11-03,41.64678178963893
2013-11-04,41.640188383045526
2013-11-05,41.63359497645212
2013-11-06,41.62700156985871
2013-11-07,41.6
2013-11-08,41.55102040816327
2013-11-09,41.502040816326534
2013-11-10,41.453061224489794
2013-11-11,41.42448979591836
2013-11-12,41.395918367346944
2013-11-13,41.349489795918366
2013-11-14,41.323469387755104
2013-11-15,41.297448979591834
2013-11-16,41.271428571428565
2013-11-17,41.24540816326531
2013-11-18,41.23979591836735
2013-11-19,41.23418367346939
2013-11-20,41.246258503401364
2013-11-21,41.28639455782313
2013-11-22,41.326530612244895
2013-11-23,41.37765567765568
2013-11-24,41.428780743066454
2013-11-25,41.439089481946624
2013-11-26,41.44939822082679
2013-11-27,41.45970695970696
2013-11-28,41.52125255696684
2013-11-29,41.58279815422673
2013-11-30,41.64434375148661
2013-12-01,41.705889348746496
2013-12-02,41.808251272536985
2013-12-03,41.91061319632748
2013-12-04,41.95345131059417
2013-12-05,42.016697588126156
2013-12-06,42.05943104514534
2013-12-07,42.102164502164506
2013-12-08,42.14489795918367
2013-12-09,42.16722325293754
2013-12-10,42.201453308596165
2013-12-11,42.2186765615337
2013-12-12,42.19168212739641
2013-12-13,42.164687693259125
2013-12-14,42.141774891774894
2013-12-15,42.11886209029067
2013-12-16,42.07554112554113
2013-12-17,42.032220160791596
2013-12-18,42.00913729128015
2013-12-19,41.986054421768706
2013-12-20,41.94800481168077
2013-12-21,41.91233615397378
2013-12-22,41.8766674962668
2013-12-23,41.868209722913555
2013-12-24,41.859751949560305
2013-12-25,41.85129417620707
2013-12-26,41.84283640285383
2013-12-27,41.834378629500584
2013-12-28,41.825920856147334
2013-12-29,41.8174630827941
2013-12-30,41.80900530944085
2013-12-31,41.800547536087606
2014-01-01,41.79208976273436
2014-01-02,41.76322382611581
2014-01-03,41.734357889497275
